IMDB,Title,Year,Date,fulldate,month,justmonth,original,Type,status,season_number,Released,popular,popularity,imdbRating,imdbVotes,Rated,genretext,Genre,Runtime,number_of_episodes,Language,Country,budget,boxoffice,Plot,overview,stars,Actors,cast1,cast2,cast3,char1,char2,char3,directed_created,producedby,Director,created_by,production_companies,homepage,tmdb,poster_path,backdrop_path,poster,backdrop,netflix,IDs
tt14813212,The Munsters,2022,9/27/2022,"September 27, 2022",September 2022,September,,movie,Post Production,,9/27/2022,,5.473,N/A,N/A,PG,Comedy,"Comedy, Family, Fantasy",N/A,,English,United States,Not available,Not Available,"Reboot of 'The Munsters', that followed a family of monsters who moves from Transylvania to an American suburb.",Herman and Lily’s crazy courtship takes The Munsters on a hauntingly hilarious trip from Transylvania to Hollywood.,"Sheri Moon Zombie, Cassandra Peterson and Daniel Roebuck","Sheri Moon Zombie, Cassandra Peterson, Daniel Roebuck",Jeff Daniel Phillips,Sheri Moon Zombie,Daniel Roebuck,Herman Munster,Lily Munster,Grandpa Munster, directed by Rob Zombie.,"The Munsters was produced by Universal 1440 Entertainment and was initially released on [datecalc date=""9/27/2022"" display=""mmmm d, yyyy""].",Rob Zombie,,Universal 1440 Entertainment,#,804413,/NK6hNcoNRfJEXCHB018BrLAxMd.jpg,/isk9K5Gi2gb6Ag3JXZeNo4Iemlt.jpg,tt14813212-poster.jpg,tt14813212-fanart.jpg,https://www.netflix.com/search?q=The Munsters,1910
tt13720112,The Empress,2022,9/29/2022,"September 29, 2022",September 2022,September,,series,Returning Series,1,9/29/2022,,1.142,N/A,N/A,Not Rated,Drama,"Drama, History, Romance",N/A,1,German,Germany,Not available,Not Available,"Two young people meet. A fateful encounter - the proverbial love at first sight. He is Emperor Franz Joseph of Austria-Hungary, she is Elisabeth von Wittelsbach, Princess of Bavaria and the sister of the woman Franz is to marry.","Two young people meet. A fateful encounter - the proverbial love at first sight. He is Emperor Franz Joseph of Austria-Hungary, she is Elisabeth von Wittelsbach, Princess of Bavaria and the sister of the woman Franz is to marry…,",,"Svenja Jung, Devrim Lingnau, Philip Froissant",Devrim Lingnau,Philip Froissant,,Elisabeth von Wittelsbach,Franz Joseph of Austria-Hungary,,.,"The Empress was produced by Sommerhaus Serien and was initially released on [datecalc date=""9/29/2022"" display=""mmmm d, yyyy""].",,,Sommerhaus Serien,#,131488,null,/2JuSqOdCgGTDQIdkxeOg9u8Leig.jpg,poster-coming-soon.jpg,tt13720112-fanart.jpg,https://www.netflix.com/search?q=The Empress,1911
tt14722598,Rainbow,2022,9/30/2022,"September 30, 2022",September 2022,September,Netflix Original,movie,Post Production,,9/30/2022,,1.773,N/A,N/A,Not Rated,Drama,Drama,117,,Spanish,Spain,Not available,Not Available,Modern day Dorothy (Wizard of Oz inspiration) faces the challenges of being a teenager nowdays.,"A modern tale of a teenager’s coming-of-age journey loosely inspired by the classic novel “The Wonderful Wizard of Oz.”,",,"Ester Expósito, Rossy de Palma, Carmen Machi",Rossy de Palma,Ester Expósito,Carmen Maura,,,, directed by Paco León.,"Rainbow was produced by teleCinco Cinema, Andy Joke, Colosé Producciones, and Los Amigos de Dorothy and was initially released on [datecalc date=""9/30/2022"" display=""mmmm d, yyyy""].",Paco León,,"teleCinco Cinema, Andy Joke, Colosé Producciones, Los Amigos de Dorothy",https://www.netflix.com/title/81351145,960170,/mn0XfFvJ9VgFlXOt4TjXLtZr49v.jpg,/bRG44qUy2C5nKtPIBNHoetnXlEY.jpg,tt14722598-poster.jpg,tt14722598-fanart.jpg,https://www.netflix.com/title/81351145,1912
tt10687116,Entergalactic,2022,9/30/2022,"September 30, 2022",September 2022,September,Netflix Original,series,In Production,1,9/30/2022,,1.484,N/A,N/A,Not Rated,Animation,"Animation, Drama, Music",N/A,1,English,United States,Not available,Not Available,"Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life.",Two young artists navigate the twists and turns of finding love in New York City.,,"Timothée Chalamet, Vanessa Hudgens, Arturo Castro",Kid Cudi,Jessica Williams,Timothée Chalamet,Jabari (voice),Meadow (voice),Jimmy (voice), created by Ian Edelman.,,,Ian Edelman,,https://www.netflix.com/title/81053303,158087,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81053303,1913
tt11988676,Hot Skull,2022,10/1/2022,"October 1, 2022",October 2022,October,,series,,,10/1/2022,,,N/A,N/A,Not Rated,Adventure,"Adventure, Drama, Mystery",N/A,,Turkish,Turkey,Not available,Not Available,"In a world shaken by an epidemic of madness that spreads through language and speech, a former linguist Murat Siyavus who has been at a long lasting hideout, is the only person mysteriously unaffected by this disease. Hunted by th...",,,"Uzay Gökhan Irmak, Emre Yildizlar, Hulya Koseoglu",,,,,,,.,,,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Hot Skull,1914
tt13444912,The Midnight Club,2022,10/7/2022,"October 7, 2022",October 2022,October,Netflix Original,series,In Production,1,10/7/2022,,1.502,N/A,N/A,Not Rated,Drama,"Drama, Horror, Mystery",N/A,10,English,United States,Not available,Not Available,"The Midnight Club follows a group of five terminally ill patients at Brightcliffe Hospice, who begin to gather together at midnight to share scary stories.","At a manor with a mysterious history, the 8 members of the Midnight Club meet each night at midnight to tell sinister stories – and to look for signs of the supernatural from the beyond.",,"Samantha Sloyan, Zach Gilford, Igby Rigney",Adia,Igby Rigney,Ruth Codd,,,," created by Mike Flanagan, Leah Fong.","The Midnight Club was produced by Intrepid Pictures and was initially released on [datecalc date=""10/7/2022"" display=""mmmm d, yyyy""].",,"Mike Flanagan, Leah Fong",Intrepid Pictures,https://www.netflix.com/title/81112336,126254,/oAhYNaWXfpJVMTHagYUu3RvI8Jr.jpg,/6u8W3ceTCqpU6gV3U8qANHC81yZ.jpg,tt13444912-poster.jpg,tt13444912-fanart.jpg,https://www.netflix.com/title/81112336,1915
tt2935622,The School for Good and Evil,2022,10/21/2022,"October 21, 2022",October 2022,October,Netflix Original,movie,In Production,,10/21/2022,,8.672,N/A,N/A,Not Rated,Action,"Action, Drama, Fantasy",N/A,,English,United States,Not available,Not Available,A group of boys and girls are taken to an institution where they are trained to become fairy tale-like heroes and villains.,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,,"Charlize Theron, Michelle Yeoh, Cate Blanchett",Sophia Anne Caruso,Sofia Wylie,Laurence Fishburne,Sophie,Agatha,The Schoolmaster, directed by Paul Feig.,"The School for Good and Evil was produced by Feigco Entertainment and was initially released on [datecalc date=""10/21/2022"" display=""mmmm d, yyyy""].",Paul Feig,,Feigco Entertainment,https://www.netflix.com/title/80218885,779782,/6oZeEu1GDILdwezmZ5e2xWISf1C.jpg,/9wP3nOpJche9IhPZqLPEbfGru1Y.jpg,tt2935622-poster.jpg,tt2935622-fanart.jpg,https://www.netflix.com/title/80218885,1916
tt3447590,Matilda,2022,12/16/2022,"December 16, 2022",December 2022,December,,movie,Post Production,,12/16/2022,Popular,17.602,N/A,N/A,PG,Comedy,"Comedy, Drama, Family",N/A,,English,"United Kingdom, United States",Not available,Not Available,"An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.","The inspirational musical tale of an extraordinary girl who discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",,"Emma Thompson, Lashana Lynch, Stephen Graham",Alisha Weir,Emma Thompson,Lashana Lynch,Matilda,Miss Trunchbull,Miss Honey, directed by Matthew Warchus.,"Matilda was produced by Working Title Films, The Roald Dahl Story Company, and Fin Design & Effects and was initially released on [datecalc date=""12/16/2022"" display=""mmmm d, yyyy""].",Matthew Warchus,,"Working Title Films, The Roald Dahl Story Company, Fin Design & Effects",https://www.sonypictures.co.uk/movies/roald-dahls-matilda-musical,668482,/izzBApz9Q5XvYd8jJVXLiVwakER.jpg,/6TUMppDMrYA4gzoaDUbbSnZFlxW.jpg,tt3447590-poster.jpg,tt3447590-fanart.jpg,https://www.netflix.com/search?q=Matilda,1917
tt12263384,Extraction 2,2022,December 2022,December 2022,December 2022,December 2022,,movie,In Production,,N/A,Popular,18.691,N/A,N/A,Not Rated,Action,"Action, Thriller",N/A,,English,United States,Not available,Not Available,Sequel to the 2020 action thriller 'Extraction'.,"In 2020, the world met a new hero Tyler Rake, a fearless black market mercenary who embarks on the deadliest mission of his career. But what seems lost... can still be extracted.",,"Chris Hemsworth, Golshifteh Farahani, Tinatin Dalakishvili",Chris Hemsworth,Rudhraksh Jaiswal,Golshifteh Farahani,Tyler Rake,Ovi Mahajan,Nik Khan, directed by Sam Hargrave.,"Extraction 2 was produced by AGBO and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Sam Hargrave,,AGBO,#,697843,/fFjLtt5FCNvH5Tj5DB75QMDBFKH.jpg,/8oNuaMznFSCSEwp1tiT9ZPR5aNo.jpg,tt12263384-poster.jpg,tt12263384-fanart.jpg,https://www.netflix.com/search?q=Extraction 2,1918
tt12785720,The Witcher: Blood Origin,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,7.2,N/A,N/A,TV-MA,Action,"Action, Adventure, Drama",N/A,1,English,"United States, Poland",Not available,Not Available,"Prequel to the Netflix series 'The Witcher', set in an elven world 1,200 years before the show, centering on the origins of the very first Witcher.","Set in an elven world 1200 years before the world of The Witcher, the show charts the origins of the very first Witcher, and the events that lead to the pivotal “conjunction of the spheres,” when the worlds of monsters, men, and elves merged to become one.",,"Michelle Yeoh, Lenny Henry, Francesca Mills",Laurence O'Fuarain,Sophia Brown,Michelle Yeoh,Fjall,Éile,Scían,.,"The Witcher: Blood Origin was produced by Hivemind, and Platige Films and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,,"Hivemind, Platige Films",https://www.netflix.com/title/81279312,106541,null,/6gIMLXpuNLNmGSI6NRwiteslukp.jpg,poster-coming-soon.jpg,tt12785720-fanart.jpg,https://www.netflix.com/title/81279312,1919
tt13207736,Monster: The Jeffrey Dahmer Story,2022,December 2022,December 2022,December 2022,December 2022,,series,In Production,1,N/A,,2.31,N/A,N/A,Not Rated,Biography,"Biography, Crime, Drama",N/A,0,English,United States,Not available,Not Available,Story of the Milwaukee Monster told from the perspective of the victims and police incompetency that allowed the Wisconsin native to go on a multiyear killing spree.,Story of the Milwakee Monster told from the perspective of the victims and police incompetency that allowed the Wisconsin native to go on a multiyear killing spree.,,"Süfyan Elmoumi, Evan Peters, Michael Learned",Richard Jenkins,Evan Peters,Niecy Nash,Lionel Dahmer,Jeffrey Dahmer,Glenda Cleveland," created by Ryan Murphy, Ian Brennan.","Monster: The Jeffrey Dahmer Story was produced by Ryan Murphy Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,"Ryan Murphy, Ian Brennan",Ryan Murphy Productions,#,113988,null,/bR8ygbAk63VED1o9ZWkfo8xcLNl.jpg,poster-coming-soon.jpg,tt13207736-fanart.jpg,https://www.netflix.com/search?q=Monster: The Jeffrey Dahmer Story,1920
tt13320662,Slumberland,2022,December 2022,December 2022,December 2022,December 2022,,movie,Planned,,N/A,,2.148,N/A,N/A,PG,Adventure,"Adventure, Comedy, Family",117,,English,United States,Not available,Not Available,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",Based on 'Little Nemo In Slumberland' an animated work by pioneer American animator Winsor McCay.,,"Jason Momoa, Kyle Chandler, Chris O'Dowd",Jason Momoa,Kyle Chandler,Chris O'Dowd,Flip the Creature,,, directed by Francis Lawrence.,"Slumberland was produced by Chernin Entertainment and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Francis Lawrence,,Chernin Entertainment,#,668461,/jd1nU9v6aUx4NAZ7kq9TXIsrtuY.jpg,/ui2ZYxriO833DWLPkQRjIMiYafK.jpg,tt13320662-poster.jpg,tt13320662-fanart.jpg,https://www.netflix.com/search?q=Slumberland,1921
tt13443470,Wednesday,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,1,N/A,,2.906,N/A,N/A,Not Rated,Comedy,"Comedy, Family, Fantasy",N/A,1,English,United States,Not available,Not Available,"Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart and solve the mystery that embroiled her parents.","A coming-of-age supernatural mystery comedy focusing on Wednesday Addams and her years as a high school student at Nevermore Academy, where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago — all while navigating her new relationships.",,"Jenna Ortega, Christina Ricci, Catherine Zeta-Jones",Jenna Ortega,Catherine Zeta-Jones,Luis Guzmán,Wednesday Addams,Morticia Addams,Gomez Addams," created by Miles Millar, Alfred Gough.","Wednesday was produced by MGM Television, Glickmania, and 1.21 Entertainment and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,"Miles Millar, Alfred Gough","MGM Television, Glickmania, 1.21 Entertainment",https://www.netflix.com/title/81231974,119051,/gq5xcbK2IDM6DeYLdpHqLpoxU0f.jpg,/l56gka4kw2R4K7M4hSJRt12M6R6.jpg,tt13443470-poster.jpg,tt13443470-fanart.jpg,https://www.netflix.com/title/81231974,1922
tt13961348,Sonic Prime,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,series,In Production,,N/A,,7.688,N/A,N/A,TV-Y7,Animation,"Animation, Action, Adventure",N/A,0,"English, French, Japanese","United States, Canada, Japan",Not available,Not Available,Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.,"A high-octane adventure where the fate of a strange new multiverse rests in Sonic's gloved hands. But it’s more than a race to save the universe, it’s a journey of self-discovery and redemption.",,"Shannon Chan-Kent, Ashleigh Ball, Brian Drummond",,,,,,,.,"Sonic Prime was produced by Man of Action Entertainment, SEGA, and WildBrain Studios and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,,"Man of Action Entertainment, SEGA, WildBrain Studios",https://www.netflix.com/title/81294811,115577,/w9j3ckupQIlReK3WDq1jWjtnIr8.jpg,/pwniJWTGp8jsqihTbpM0DvjVc2x.jpg,tt13961348-poster.jpg,tt13961348-fanart.jpg,https://www.netflix.com/title/81294811,1923
tt14369780,Lady Chatterley's Lover,2022,December 2022,December 2022,December 2022,December 2022,Netflix Original,movie,Post Production,,N/A,,0.985,N/A,N/A,Not Rated,Drama,Drama,N/A,,English,"United Kingdom, United States",Not available,Not Available,Adaptation of D.H. Lawrence's novel about a woman who breaks with the forms and traditions of her time when she falls out of love with her husband and begins a torrid affair with a man who works on their English estate.,"Lady Chatterley, a woman born into a life of wealth and privilege, finds herself married to a man that she eventually falls out of love with. She engages in a torrid affair with a gamekeeper on their English estate, discovering more desire and intimacy than she thought possible. When she realizes that she has fallen heart and soul, she breaks all traditions of the day and seeks happiness with the man she loves.",,"Jack O'Connell, Joely Richardson, Faye Marsay",Emma Corrin,Jack O'Connell,Matthew Duckett,Lady Constance Chatterley,Oliver Mellors,Clifford Chatterley, directed by Laure de Clermont-Tonnerre.,"Lady Chatterley's Lover was produced by Blueprint Pictures, and 3000 Pictures and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Laure de Clermont-Tonnerre,,"Blueprint Pictures, 3000 Pictures",https://www.netflix.com/title/81476441,814338,/4f2IiDcAOpiVsWQZ25OvY0cj6dr.jpg,/tPKmDydEzqJPj5yol2zFCrraUcM.jpg,tt14369780-poster.jpg,tt14369780-fanart.jpg,https://www.netflix.com/title/81476441,1924
